pds_code	General|Category no empty cell/not merged	General|Product type  no empty cell/not merged	General|Subcategory no empty cell/not merged	Emulsifier and oil|Ratio total oil/emulsifier	Emulsifier and oil|Phospholipids g/100mL	Total Lipids g/100g product	FA_Sat g/100gFA	FA_Mono unsat g/100gFA	FA_Poly unsatg/100gFA	Pasteurization  homo|P Pasto/homo bar	Pasteurization  homo|T°C Pasto/Homo	Pasteurization|T°C Pasto	Pasteurization|Time Pasto sec	Sterilization US homo|P Sterilization US bar	Sterilization US homo|T°C Steril US	SterilizationDS homo|P Steril DS	SterilizationDS homo|T°C Steril DS	Sterilization|Direct/indirect Ste	Sterilization|F0	Sterilization|T°C Steril 	Sterilization|Time Ste sec	Protein|Type of protein	Protein|intact / hydrolysate/am acids	Protein|Prot level Nx6,25 g/100g product	Protein|casein Nx6,25g/100g product	Protein|whey protNx6,25g/100g product	Protein|SOY prot g/100g productNx6,25	Protein|PEA prot g/100g productNx6,25	Protein|Content kg/L	Stabilizers  thickners|Type	Stabilizers  thickners|Amount kg/1000L	Calcium minerals|Ca levelg/100g	Product KPI  at T=0 |dry matter g/100g	Product KPI  at T=0 |pH / Acidity	Product KPI  at T=0 |Viscosity mPas	target	Emulsifier and oil|Emulsifier_Citrem LIQUID  E472c	Emulsifier and oil|Emulsifier_Citrem POWDER  E472c	Emulsifier and oil|Emulsifier_DIMODAN  E471	Emulsifier and oil|Emulsifier_KIRNOL  E471	Emulsifier and oil|Emulsifier_LAMEMUL  E471 	Emulsifier and oil|Emulsifier_Soy lecithin LIQUID  E322	Emulsifier and oil|Emulsifier_Soy lecithin POWDER  E322	Emulsifier and oil|Emulsifier_Sunflower lecithin  E322	Emulsifier_total_amount	Emulsifier and oil|Oil_Algae oil DHA+EPA	Emulsifier and oil|Oil_Anhydrous milk fat 	Emulsifier and oil|Oil_Canola oil	Emulsifier and oil|Oil_Canola oil 	Emulsifier and oil|Oil_Coconut oil	Emulsifier and oil|Oil_Corn oil	Emulsifier and oil|Oil_EPA	Emulsifier and oil|Oil_Egg lipids	Emulsifier and oil|Oil_MCT oil	Emulsifier and oil|Oil_OB 5	Emulsifier and oil|Oil_OB Canola/HO	Emulsifier and oil|Oil_Oil Blend Preterm 3	Emulsifier and oil|Oil_Oil Tuna Fish /DHA	Emulsifier and oil|Oil_Oil arachidonic acid / ARA	Emulsifier and oil|Oil_Oil blend Acropolis & Algae oil DHA+EPA	Emulsifier and oil|Oil_Oil blend Fish DHA EPA	Emulsifier and oil|Oil_Oil evening primrose	Emulsifier and oil|Oil_Oil fish EPA:18 DHA:12	Emulsifier and oil|Oil_Organic OB POF	Emulsifier and oil|Oil_Palm oil	Emulsifier and oil|Oil_Rapeseed oil	Emulsifier and oil|Oil_Soy oil	Emulsifier and oil|Oil_Sunflower oil	Emulsifier and oil|Oil_corn oil	Oil_total_amount	Polysaccharides_Fructose	Polysaccharides_Glucose	Polysaccharides_Glucose syrup	Polysaccharides_Isomaltulose	Polysaccharides_Lactose	Polysaccharides_Liquid maltodextrin	Polysaccharides_Maltodextrin	Polysaccharides_Starch	Polysaccharides_Sucrose	Polysaccharides_Sugar	Polysaccharides_total_amount	Protein_Calcium caseinates	Protein_Casein hydrolysate	Protein_Concentrated skimmed milk	Protein_Demineralized whey permeate 125% protein ORGANIC	Protein_Demineralized whey permeate 90	Protein_IP LQD DCI 12% No premix UF	Protein_IP PWD HYDR ACID WHEY	Protein_LIsoleucine	Protein_LLeucine	Protein_LValine	Protein_Lactofidus BP POF P1	Protein_Milk Casein Isolate	Protein_Milk Protein Concentrate	Protein_Milk Protein Isolate	Protein_Milk minerals concentrates	Protein_Pea protein	Protein_Pea protein isolate	Protein_Pepti permeate	Protein_Potassium caseinate	Protein_Skimmed milk Liquid	Protein_Skimmed milk Powder ORGANIC	Protein_Sodium caseinate	Protein_Soy protein isolate	Protein_WPC	Protein_WPC80 Native 	Protein_WPC80 Native low Lactose	Protein_WPC83 Native 	Protein_WPI Acid 	Protein_WPI Native 	Protein_WPI neutralized	Protein_WPI sweet	Protein_Whey protein hydrolysate	Protein_Whey rich in milk calcium	Protein_Yoghurt powder	Protein_whey protein hydrolysate	Protein_total_amount
1008509	Core Milks	First milks	YCF YH1	17.5479452054795		2.7				200+50	75	75.0	44.0			200+50	75	Indirect	5.17498077752462	140.0	4.0	Dairy	Intact	1.5	1.2		0.0					0.091	14.7	7.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.62												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	485.26
1005614	Core Milks	First milks	YCF SOY			3.5				200+50	75	75.0	44.0			200+50	75	Indirect	5.17498077752462	140.0	4.0	Plant based	Intact	2.5			2.5					0.105	13.73	7.3	4.0	2.0										0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9624359704040979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037564029595902104	0.0	0.0	0.0	35.14	0.14174534319979587	0.2219954069915795	0.0	0.0	0.0	0.0	0.6362592498086247	0.0	0.0	0.0	78.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.44
1008511	Core Milks	First milks	YCF My Lady			2.22				200+50	75	75.0	44.0			200+50	75	Indirect	5.17498077752462	140.0	4.0	Dairy	Intact	1.9	1.52	0.38						0.105	11.2	7.0	2.0	2.0																																																																																	
1008534	Core Milks	First milks	YCF	28.5		2.5				260+30	67	86.0	30.0			260			11.2413573549305	142.4	5.0	Dairy	Intact	1.4	1.12	0.28	0.0						11.85	6.8	2.0	1.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	1.656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.598	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.1125	0.0	0.0	0.0	0.0	0.06148461702177974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008749733960791733	0.0	0.0	0.0	0.0	0.937640409582141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	437.67045
1008535	Core Milks	First milks	YCF	28.5		2.5				260+30	67	86.0	30.0			260			11.2413573549305	142.4	5.0	Dairy	Intact	1.4	1.12	0.28	0.0						11.85	6.8	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.598	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.1125	0.0	0.0	0.0	0.0	0.06148461702177974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008749733960791733	0.0	0.0	0.0	0.0	0.937640409582141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	437.67045
1008306	Core Milks	First milks	FO	12.4491758241758	0.064474	3.191	42.7654619011293	37.2725107446845	19.9620273541862	250 + 50	75	90.0	0.0	250 + 50	80.0	220+30 	85	Direct	15.451477162568	146.0	3.0	Dairy	Intact	1.31124653958673		0.522362888237039	7.73035294117e-05					0.0549406486783903	13.525		2.0	2.0	0.0	0.0	0.0	0.6453989394357813	0.0	0.0	0.3546010605642188	0.0	2.255969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.126												0.0	0.0	0.0	0.0	0.010198865302907138	0.0	0.0	0.0	0.0	0.0	0.14682343476329748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8331769004500239	0.0	0.0	0.0	0.0	0.009800799483771485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238.654
1008215	Core Milks	First milks	IF	12.8791208791209	0.064575	3.344	42.6010474058755	37.3410293142077	20.0579232799168	250 + 50	75	90.0	0.0	250 + 50	80.0	220+30 	85	Direct	15.451477162568	146.0	3.0	Dairy	Intact	1.27099297350894		0.630485784648665	7.758648e-05					0.0519568295767595	12.9		2.0	2.0	0.0	0.0	0.0	0.645354599303939	0.0	0.0	0.35464540069606104	0.0	2.256124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.752												0.0	0.0	0.0	0.0	0.016216602371767395	0.0	0.0	0.0	0.0	0.0	0.19253849451020474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7680108147317748	0.0	0.0	0.0	0.0	0.023234088386252977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.97400000000002
1008213	Core Milks	First milks	IF	13.2635181382615	0.064562	3.338	42.6011462861718	37.341085498317	20.0577682155112	250+50	75	90.0	0.0	250 + 50	80.0	150	80	Indirect	27.8815687245902	147.0	4.3	Dairy	Intact	1.27101704988773		0.630502566353448	7.75852382058e-05					0.0519582460921891	12.912		2.0	2.0	0.0	0.0	0.0	0.6461391087525977	0.0	0.0	0.3538608912474023	0.0	2.261123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.378												0.0	0.0	0.0	0.0	0.016216335031350112	0.0	0.0	0.0	0.0	0.0	0.1925518059974612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7679981536128191	0.0	0.0	0.0	0.0	0.02323370535836946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.97700000000003
1008220	Core Milks	First milks	IF	13.9710144927536		3.36	42.8779449054684	37.2129023715572	19.9091527229744	250+50	75	90.0	0.0			220+30	85	Direct	15.451477162568	146.0	3.0	Dairy	Intact	1.2541297155307		0.7415057155306	7.45634909091e-05					0.0587643803939351	12.94		2.0	1.0	0.0	0.0	0.0408794967159125	0.6995689371114563	0.0	0.0	0.25955156617263136	0.0	2.9589649999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.92												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9596828763803371	0.0	0.0	0.0	0.0	0.04031712361966281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.37300000000002
1008308	Core Milks	First milks	FO	19.4955141476881		3.2	43.208840324167	37.269928853394	19.521230822439	250+50	75	90.0	0.0			220+30	85	Direct	15.451477162568	146.0	3.0	Dairy	Intact	1.30032915753599		0.52116668901306	6.76214091789e-05					0.0599120588235535	13.505		2.0	1.0	0.0	0.0	0.0	0.6743361349230726	0.0	0.0	0.32566386507692735	0.0	2.14878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.249												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9863798390982867	0.0	0.0	0.0	0.0	0.01362016090171337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.359
1008214	Core Milks	First milks ORGANIC	IF	30.8505976095618		3.35	32.9852709826164	49.5662421253421	17.4484868920415	250+50	75	90.0	0.0	250 + 50	80.0	150	80	Indirect	27.8815687245902	147.0	4.3	Dairy	Intact	1.27883075073717		0.640612249632517	9.71790033175e-05					0.0565027426187362	12.704	6.8	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	30.974												0.0	0.0	0.0	0.6353586027499071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36464139725009287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.584
1008225	Core Milks	First milks ORGANIC	IF	30.8505976095618		3.35	32.9852709826164	49.5662421253421	17.4484868920415	250+50	75	90.0	0.0	250+50	80.0	150	80					Dairy	Intact	1.27883073593605		0.640612249632517	9.71790033175e-05					0.0565027426187362	12.704	6.8	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	30.974												0.0	0.0	0.0	0.6353586027499071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36464139725009287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.584
1008125	Core Milks	IF HA	IF HA	2.56555443208628	0	3.356	27.4835677650069	55.6452330270268	16.8711992079663	250+50	75	90.0	0.0			150						Dairy	Hydrolyzed	1.45251527272719		1.44840390871892						0.061232138422127	13.031606548099	6.95	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	22.836												0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.664
1008221	Paeds	IF Pepti	IF pepti	3.06589147286822	0.002188	3.358	36.0800320301955	49.5935521823284	14.3264157874761	250+50	75	90.0	0.0	250+50		150						Dairy	Hydrolyzed	1.52800253250223		1.52085408450587				 		0.0689987148456306	12.8		2.0	3.0	0.993684919880892	0.0	0.0	0.0	0.0	0.0	0.0	0.00631508011910801	8.048829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.521												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.924
1008115	Paeds	First milks	Preterm		0.129635	3.848	40.3962043541274	43.5801878879535	16.0236077579191	250+50	75	90.0	0.0	250+50	80.0	150	80	Indirect	27.8815687245902	147.0	4.3	Dairy	Intact	2.41491618905145		1.48277022803229						0.0999051637685029	16.29	6.69	2.0	2.0										0.0	0.343140249858336	0.0	0.0	0.0	0.0	0.0	0.09363853219044153	0.0	0.0	0.0	0.5156281425351	0.01926137527234758	0.00808338365759816	0.0	0.0	0.020248316486176716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.13601	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	29.569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9498121233787443	0.0	0.0	0.0	0.0	0.04175721865443818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008430657966817466	0.0	0.0	388.819
1008116	Paeds	First milks	Preterm		0.129635	3.848	40.3962158231212	43.5801794402285	16.0236047366504	250+50	75	90.0	0.0			220+30	85	Direct	15.451477162568	146.0	3.0	Dairy	Intact	2.41498049069008		1.48279669028344						0.0999077777912083	16.39	6.81	2.0	2.0										0.0	0.34312233617068705	0.0	0.0	0.0	0.0	0.0	0.0936336437769772	0.0	0.0	0.0	0.5156536652248763	0.019259792876926085	0.008083066545622042	0.0	0.0	0.02024749540491123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.138001	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	29.662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9498078832176862	0.0	0.0	0.0	0.0	0.04175646690293345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008435649879380494	0.0	0.0	388.82599999999996
1008117	Paeds	First milks	Post Discharge		0.117082	3.764	40.6588382350395	43.6068198648239	15.7343419001366	250+50	75	90.0	0.0	250+50	80.0	150	80	Indirect	27.8815687245902	147.0	4.3	Dairy	Intact	1.78437964685992		1.14463566666662						0.0803762207360827	14.43	6.85	2.0	2.0										0.0	0.34443452045808853	0.0	0.0	0.0	0.0	0.0	0.08600827820311527	0.0	0.0	0.0	0.5254158476166662	0.017690918039623537	0.007424114687409416	0.0	0.0	0.019026320995097046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.368496	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	12.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9349559631215298	0.0	0.0	0.0	0.0	0.052298892529404443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0127451443490658	0.0	0.0	232.873
1008118	Paeds	First milks	Post Discharge		0.117034	3.762	40.2572842626489	43.845287945546	15.8974277918052	250+50	75	90.0	0.0			220+30	85	Direct	15.451477162568	146.0	3.0	Dairy	Intact	1.78443333715293		1.10500481833691						0.0814399985914218	14.37	6.92	2.0	2.0										0.0	0.3444348154101276	0.0	0.0	0.0	0.0	0.0	0.08600835185518997	0.0	0.0	0.0	0.52541629754972	0.017690585302087877	0.007423987242290718	0.0	0.0	0.01902596264058378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.368464	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	12.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.947198711602549	0.0	0.0	0.0	0.0	0.042455066441708385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010346221955742712	0.0	0.0	286.868
1008119	Paeds	First milks	Preterm Hydrolyzed	2.26579466929911	0.129251	4.043	29.8818885149019	54.7315169253179	15.3865945597802	250+50	75	90.0	0.0	250+50	80.0	150	80	Indirect	27.8815687245902	147.0	4.3	Dairy	Hydrolyzed	2.51214622855052						 		0.0930704816624563	16.04	6.87	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.104	0.0	0.2438728575141093	0.0	0.0	0.0	0.0	0.0	0.11361643498798231	0.0	0.0	0.0	0.584213099761784	0.023370178444299245	0.009807475026019469	0.0	0.0	0.02511995426580557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.430312	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	33.539	0.0	0.190675160735041	0.0	0.0	0.0	0.0	0.8093248392649591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.969
10334001	Tube	Nutrison Concentrated		24.7143448275862		10.0	25.713240145112	57.5476138778423	16.7391459770457	230+40	60	85.0	30.0			100+0	60	Direct	51.7498077752462	150.0	4.0	Mix of dairy & plant based	Intact	6.87207206456456		2.403228	1.356463					0.07437302879	35.57	7.7	110.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.45	0.0	0.0	0.0	0.385	0.0	0.0	0.0	0.0	0.18000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43500000000000005	0.0	93.08	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	296.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21284616499927503	0.0	0.0	0.0	0.0	0.23719342858098838	0.18989304156768272	0.0	0.0	0.0	0.3600673648520538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.661
10444441	Tube	Nutrison Concentrated MF		22.6730743691899		9.7	26.2067068952803	57.4251206137144	16.3681724910054	250+50	60	85.0	30.0			100+0	60	Direct	51.7498077752462	150.0	4.0	Mix of dairy & plant based	Intact										36.73	7.7	110.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.506	0.0	0.0	0.0	0.38500000000000006	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43500000000000005	0.0	88.69	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	292.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1068346957311535	0.0	0.0	0.0	0.0	0.3274296094459582	0.16110354223433243	0.0	0.0	0.0	0.4046321525885559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.08
10345202	Tube	Nutrison Standard (DSI)		7.4426		3.66	25.4131292547443	57.5499724208488	17.0368983244069	400+50	60	85.0	0.0			100+0	60	Direct	51.7498077752462	150.0	4.0	Mix of dairy & plant based	Intact	3.768604448	0.919412	1.28378536	0.73340439	0.71840862		Rice flour	15	0.079227545980225	20.09	7.35	15.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.75	0.0	0.0	0.0	0.385	0.0	0.0	0.0	0.0	0.18000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.435	0.0	33.83	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	162.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.88
10345200	Tube	Nutrison Energy MF (DSI)		7.3738	0.173	5.8	25.1873495024283	57.9551697090725	16.8574807884992	400+50	60	85.0	0.0			100+0	60	Direct	51.7498077752462	150.0	4.0	Mix of dairy & plant based	Intact	5.56015851266321		1.94259	1.09003032					0.084654620250315	30.27	7.4	40.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.75	0.0	0.0	0.0	0.3762840972351086	0.0	0.0	0.0	0.0	0.17592503247355726	0.0	0.0	0.0	0.02263870848023752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42515216181109666	0.0	53.89	0.0	0.1279385344596919	0.0	0.0	0.0	0.0	0.872061465540308	0.0	0.0	0.0	261.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2078886937727948	0.0	0.0	0.0	0.0	0.2316628393894367	0.1835742266648656	0.0	0.0	0.37687424017290283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.03
10345207	Tube	Nutrison Advance Peptisorb (DSI)		0.4405	0	1.7	58.2574857410049	12.068910743904	29.6736035150911	200+50	61	80.0	0.0			100+0	55	Direct	0.0206019695500906	116.0	4.0	Dairy	Hydrolyzed	3.6257351173		3.596681919				Modified starch	20	0.07375564982	22.8	4.0	7.0	2.0										0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	17.62	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	215.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48.0
10369703	Tube	Nutrison Advance Peptisorb HEHP (DSI)		2.74986493787142	0.699	5.0	73.4275196587774	12.784620635389	13.7878597058337	150+50	65	85.0	0.0			200+50	60	Direct	51.7498077752462	150.0	4.0	Dairy	Hydrolyzed	6.84572644021085		6.81965089559081	0.001008			Cellulose gum	3.008	0.088317467594644	30.7	8.0	35.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.106	0.0	0.0	0.1526082130965594	0.0	0.0	0.0	0.0	0.0	0.8473917869034406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.04	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	276.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	99.62
10333996	Tube	Nutrison Protein Plus Energy		24.8620689655172		5.8	26.7955001425205	55.3465801276644	17.8579197298151	400+50	60	85.0	0.0			315+40	60	Direct	51.7498077752462	150.0	4.0	Mix of dairy & plant based	Intact	6.90550931173433		2.418768663291	1.365726266884					0.0786818061692996	28.75	7.85	26.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.963351784691735	0.0	0.0	0.0	0.03664821530826493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.39	0.0	0.5400798934753662	0.0	0.0	0.0	0.0	0.45992010652463383	0.0	0.0	0.0	225.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21280392594244923	0.0	0.0	0.0	0.0	0.0	0.23722953379433415	0.1899397724737899	0.36002676778942677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.66
